## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP053.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/KP053.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP053.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:23:07 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
349	74	2	2749634	351.496047	114.647189	5457168	FR	29	57	85	115	149	187	231	285	369	659			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	54
3	76
4	58
5	91
6	70
7	88
8	118
9	110
10	120
11	185
12	138
13	149
14	221
15	172
16	179
17	181
18	200
19	4078
20	2099
21	1159
22	891
23	625
24	561
25	580
26	533
27	573
28	495
29	507
30	381
31	440
32	324
33	329
34	522
35	443
36	373
37	364
38	341
39	450
40	307
41	280
42	306
43	398
44	351
45	380
46	332
47	318
48	364
49	284
50	409
51	438
52	467
53	456
54	486
55	373
56	338
57	364
58	451
59	426
60	434
61	428
62	396
63	471
64	495
65	477
66	570
67	535
68	489
69	435
70	537
71	616
72	563
73	598
74	603
75	544
76	595
77	643
78	628
79	619
80	685
81	736
82	691
83	849
84	771
85	716
86	735
87	766
88	752
89	797
90	875
91	844
92	863
93	894
94	930
95	1117
96	1016
97	1072
98	1124
99	1141
100	1217
101	1085
102	1137
103	1182
104	1248
105	1216
106	1262
107	1247
108	1327
109	1399
110	1413
111	1436
112	1459
113	1590
114	1567
115	1587
116	1689
117	1700
118	1753
119	1818
120	1924
121	1879
122	2002
123	2182
124	2333
125	2193
126	2051
127	2215
128	2264
129	2280
130	2423
131	2376
132	2481
133	2501
134	2572
135	2576
136	2732
137	2827
138	2853
139	2826
140	2911
141	2997
142	3186
143	3201
144	3240
145	3294
146	3489
147	3474
148	3715
149	3671
150	3562
151	3782
152	3778
153	3874
154	3962
155	4317
156	4317
157	4285
158	4501
159	4529
160	4652
161	4842
162	4854
163	4816
164	4968
165	4920
166	5164
167	5191
168	5346
169	5387
170	5230
171	5514
172	5687
173	5699
174	6029
175	5970
176	5868
177	6244
178	6056
179	6528
180	6478
181	6614
182	6784
183	6765
184	6997
185	6792
186	6876
187	7279
188	7193
189	7165
190	7302
191	7472
192	7526
193	7709
194	8098
195	8062
196	8203
197	8222
198	8159
