## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB021.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/BB021.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB021.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:18:44 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
358	99	2	3126812	370.754212	148.110692	8330397	FR	39	77	117	157	199	245	297	361	463	893			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	60
3	75
4	74
5	60
6	86
7	84
8	75
9	72
10	123
11	115
12	139
13	137
14	191
15	138
16	118
17	148
18	202
19	12533
20	5991
21	3354
22	2068
23	1470
24	1083
25	1087
26	838
27	883
28	740
29	693
30	603
31	663
32	476
33	540
34	724
35	751
36	555
37	513
38	543
39	624
40	469
41	491
42	390
43	396
44	430
45	497
46	478
47	358
48	506
49	437
50	521
51	580
52	622
53	633
54	639
55	538
56	608
57	550
58	619
59	644
60	616
61	640
62	772
63	787
64	678
65	740
66	969
67	865
68	859
69	957
70	1029
71	1049
72	1127
73	1251
74	1129
75	1149
76	1177
77	1314
78	1327
79	1268
80	1487
81	1438
82	1570
83	2124
84	1572
85	1594
86	1603
87	1663
88	1695
89	1746
90	1924
91	1891
92	1716
93	2062
94	1921
95	2306
96	2021
97	2229
98	2225
99	2284
100	2544
101	2340
102	2363
103	2468
104	2643
105	2600
106	2848
107	2590
108	2819
109	2987
110	3151
111	3165
112	3183
113	3434
114	3387
115	3538
116	3599
117	3462
118	3941
119	3989
120	3904
121	4144
122	4521
123	5020
124	4876
125	4589
126	4343
127	4586
128	4798
129	5086
130	5175
131	4972
132	5284
133	5137
134	5283
135	5385
136	5540
137	5612
138	5827
139	6008
140	6021
141	6327
142	6393
143	6351
144	6524
145	7074
146	6826
147	7090
148	7383
149	7548
150	7764
151	7813
152	7906
153	8103
154	8167
155	8420
156	8595
157	8547
158	8707
159	9058
160	9157
161	9286
162	9439
163	10020
164	9781
165	10071
166	10175
167	10402
168	10558
169	10641
170	11057
171	11163
172	11343
173	11196
174	11638
175	11669
176	11526
177	11836
178	12054
179	12147
180	12761
181	12422
182	12575
183	12893
184	13153
185	13199
186	13378
187	13404
188	13613
189	13344
190	13898
191	13940
192	13934
193	14279
194	14084
195	14707
196	14831
197	14613
198	15070
199	15300
200	15354
201	15305
202	15420
203	15699
204	15854
205	16140
206	15886
207	16489
208	16082
209	16613
210	16407
211	16647
212	16692
213	16967
214	17034
215	17001
216	17239
217	17080
218	17400
219	17815
220	17991
221	17998
222	18080
223	18735
224	17624
225	18186
226	18469
227	18449
228	18440
229	18580
230	18326
231	18516
232	18582
233	18740
234	19253
235	18715
236	19371
237	19105
238	19060
239	19394
240	19586
241	19541
242	19526
243	19558
244	19911
245	19541
246	20118
247	20199
248	20115
249	19582
250	19888
251	20292
252	19691
253	19980
254	19945
255	20347
256	20223
257	20442
258	20656
259	20603
260	20699
261	20807
262	21028
263	20566
264	20714
265	21391
266	20745
267	21423
268	21214
269	20624
270	21321
271	21215
272	20926
273	21064
274	20882
275	20963
276	21004
277	21183
278	21520
279	21206
280	21850
281	21207
282	21818
283	21794
284	21828
285	21825
286	21478
287	21774
288	21812
289	21492
290	21771
291	21524
292	21418
293	21812
294	21849
295	21673
296	21882
297	21852
298	21529
299	21947
300	21891
301	22054
302	22004
303	22226
304	22343
305	22230
306	21753
307	21684
308	22188
309	22250
310	22216
311	21591
312	21869
313	22098
314	21741
315	21812
316	21861
317	22038
318	22071
319	22395
320	22589
321	21948
322	22339
323	22290
324	22309
325	22181
326	22188
327	21942
328	21893
329	22558
330	22435
331	22235
332	22208
333	21875
334	22278
335	22474
336	22481
337	21951
338	21883
339	22179
340	21865
341	22421
342	22008
343	22046
344	21722
345	22436
346	22208
347	22008
348	22226
349	22017
