## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM141.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/OM141.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM141.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:35:08 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
342	12	2	3052942	333.431997	39.415382	2970737	FR	5	9	13	19	25	31	45	77	129	423			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	183
3	205
4	198
5	188
6	170
7	152
8	188
9	201
10	169
11	187
12	182
13	174
14	168
15	156
16	149
17	147
18	136
19	121
20	111
21	99
22	105
23	96
24	89
25	82
26	66
27	83
28	64
29	79
30	82
31	96
32	101
33	72
34	79
35	87
36	109
37	104
38	103
39	101
40	118
41	135
42	95
43	90
44	78
45	72
46	95
47	95
48	74
49	79
50	122
51	95
52	76
53	82
54	87
55	120
56	107
57	104
58	137
59	108
60	74
61	108
62	87
63	107
64	74
65	76
66	93
67	87
68	100
69	67
70	81
71	94
72	111
73	100
74	217
75	103
76	222
77	128
78	105
79	75
80	99
81	72
82	77
83	77
84	67
85	85
86	64
87	51
88	62
89	76
90	73
91	65
92	91
93	77
94	89
95	187
96	90
97	76
98	57
99	102
100	58
101	48
102	67
103	48
104	131
105	112
106	110
107	49
108	59
109	68
110	43
111	76
112	99
113	56
114	52
115	58
116	61
117	90
118	54
119	99
120	51
121	72
122	79
123	82
124	89
125	71
126	60
127	69
128	68
129	78
130	75
131	72
132	79
133	78
134	64
135	73
136	60
137	92
138	95
139	105
140	95
141	115
142	110
143	109
144	128
145	141
146	106
147	133
148	148
149	148
150	153
151	167
152	126
153	177
154	179
155	190
156	205
157	163
158	196
159	194
160	209
161	220
162	210
163	185
164	245
165	237
166	260
167	286
168	295
169	274
170	303
171	307
172	421
173	326
174	352
175	379
176	370
177	382
178	425
179	406
180	409
181	441
182	443
183	441
184	522
185	487
186	526
187	513
188	543
189	635
190	605
191	593
192	652
193	639
194	654
195	642
196	729
197	701
198	764
199	799
200	826
201	812
202	870
203	862
204	933
205	912
206	938
207	1010
208	979
209	1027
210	1096
211	1064
212	1072
213	1130
214	1083
215	1166
216	1210
217	1258
218	1269
219	1322
220	1229
221	1236
222	1302
223	1357
224	1497
225	1406
226	2413
227	1494
228	1432
229	1501
230	1526
231	1465
232	1581
233	1591
234	1586
235	1696
236	1641
237	1636
238	1735
239	1722
240	1752
241	1807
242	1834
243	1814
244	1864
245	1960
246	1937
247	2012
248	1998
249	2127
250	2232
251	2226
252	2335
253	2423
254	2423
255	2469
256	2586
257	2650
258	2756
259	2852
260	3014
261	3188
262	3283
263	3356
264	3810
265	4285
266	4750
267	4823
268	4917
269	5497
270	5434
271	5696
272	6250
273	6923
274	6396
275	6760
276	6886
277	7381
278	7140
279	7159
280	7113
281	7652
282	7344
283	7736
284	7482
285	7272
286	7693
287	7585
288	7728
289	8109
290	7686
291	7912
292	8188
293	8610
294	9430
295	9258
296	8909
297	8571
298	8547
299	8489
300	8949
301	8995
302	9337
303	8985
304	10584
305	9219
306	10174
307	9533
308	9734
309	9856
310	10368
311	10718
312	10784
313	11569
314	11402
315	12361
316	12544
317	12775
318	14111
319	14328
320	15597
321	15849
322	16787
323	18546
324	18851
325	20067
326	21823
327	22852
328	25314
329	28031
330	30248
331	32591
332	35352
333	39019
334	43037
335	47004
336	51757
337	55901
338	60628
339	65233
340	69664
341	72972
342	76755
343	78655
344	81477
345	82097
346	82377
347	81941
348	79195
349	77330
350	73803
351	69840
352	65428
353	61370
354	56074
355	51133
356	46034
357	41490
358	37003
359	32025
360	28335
361	25337
362	22012
363	19186
364	16528
365	14319
366	12664
367	10938
368	9508
369	8418
370	7431
371	6848
372	6136
373	5582
374	5013
375	4645
376	4296
377	4233
378	3995
379	3718
380	3626
381	3835
382	3534
383	3294
384	3251
385	3252
386	3183
387	3069
388	2945
389	3273
390	2975
391	3056
392	2965
393	2925
394	2975
395	3001
396	2975
397	3030
398	3143
399	3108
400	3269
401	3340
402	3341
403	3259
404	3232
405	3267
406	3239
407	3145
408	3077
409	3118
410	3337
411	2965
412	2860
413	2728
414	2558
415	2553
416	2186
417	2202
418	1900
419	1471
420	1314
421	1242
422	1077
423	972
424	948
425	789
426	718
427	617
428	539
429	496
430	445
431	386
432	338
433	323
434	288
435	273
436	271
437	237
438	207
439	197
440	179
441	163
442	146
443	148
444	132
445	135
446	132
447	120
448	121
449	120
450	97
451	110
452	118
453	118
454	97
455	140
456	84
457	77
458	128
459	84
460	86
461	73
462	97

