## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB012.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/BB012.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB012.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:15:27 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
361	46	2	3000004	362.871	73.680527	8037321	FR	19	35	53	73	93	115	143	179	235	463			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	27
3	24
4	17
5	17
6	31
7	17
8	27
9	32
10	30
11	34
12	28
13	33
14	25
15	29
16	30
17	33
18	36
19	50
20	56
21	34
22	53
23	45
24	43
25	46
26	39
27	46
28	50
29	51
30	47
31	42
32	57
33	38
34	50
35	48
36	63
37	55
38	55
39	52
40	66
41	89
42	64
43	83
44	122
45	105
46	199
47	222
48	290
49	387
50	471
51	468
52	459
53	424
54	513
55	388
56	412
57	400
58	413
59	418
60	349
61	321
62	302
63	371
64	364
65	427
66	539
67	402
68	377
69	389
70	398
71	454
72	412
73	508
74	443
75	371
76	415
77	449
78	410
79	458
80	492
81	479
82	387
83	616
84	446
85	460
86	404
87	488
88	437
89	458
90	435
91	418
92	411
93	487
94	442
95	644
96	493
97	498
98	609
99	473
100	761
101	468
102	400
103	421
104	447
105	432
106	447
107	393
108	455
109	403
110	440
111	494
112	428
113	422
114	454
115	427
116	447
117	520
118	418
119	480
120	523
121	531
122	629
123	751
124	655
125	539
126	452
127	410
128	464
129	512
130	497
131	512
132	469
133	413
134	361
135	391
136	421
137	451
138	464
139	432
140	407
141	449
142	509
143	542
144	488
145	536
146	508
147	495
148	561
149	534
150	595
151	530
152	569
153	612
154	584
155	689
156	649
157	671
158	665
159	726
160	747
161	907
162	768
163	753
164	766
165	802
166	812
167	865
168	938
169	886
170	972
171	906
172	1088
173	1075
174	1083
175	1200
176	1110
177	1241
178	1238
179	1238
180	1303
181	1374
182	1329
183	1332
184	1520
185	1469
186	1541
187	1545
188	1516
189	1667
190	1742
191	1812
192	1828
193	1897
194	1936
195	2066
196	2062
197	2167
198	2316
199	2363
200	2490
201	2510
202	2675
203	2759
204	2861
205	2865
206	2970
207	3031
208	3216
209	3294
210	3382
211	3401
212	3679
213	3761
214	3924
215	3966
216	4026
217	4424
218	4411
219	4537
220	4969
221	4788
222	4979
223	4920
224	5304
225	5343
226	5982
227	5950
228	5990
229	6283
230	6286
231	6455
232	6779
233	6563
234	7055
235	7233
236	7552
237	7711
238	8048
239	8300
240	8615
241	8742
242	8844
243	9223
244	9190
245	9709
246	10065
247	10277
248	10452
249	10763
250	11376
251	11394
252	11522
253	12027
254	12533
255	12428
256	12959
257	13120
258	13623
259	14249
260	14613
261	14773
262	15100
263	15372
264	15521
265	16299
266	16653
267	16856
268	17230
269	17743
270	17845
271	18509
272	18631
273	19495
274	19544
275	20174
276	20466
277	21078
278	21232
279	21762
280	22240
281	22697
282	23295
283	23609
284	23938
285	24401
286	24451
287	25223
288	26196
289	26540
290	26699
291	27321
292	27390
293	27752
294	28614
295	29361
296	30031
297	29929
298	30209
299	30778
300	31539
301	31591
302	32346
303	33547
304	33483
305	33913
306	33678
307	34461
308	34488
309	35545
310	35900
311	36300
312	37148
313	37025
314	37852
315	38168
316	38154
317	38916
318	39385
319	39312
320	40138
321	40518
322	40412
323	40822
324	41736
325	41666
326	42323
327	42783
328	42541
329	42742
330	43827
331	43950
332	43801
333	43641
334	44023
335	44620
336	45360
337	45291
338	45538
339	45935
340	45187
341	45262
342	45848
343	46810
344	46161
345	46768
346	46859
347	47334
348	47292
349	47062
350	47439
351	47569
352	48003
353	47411
354	47386
355	47235
356	47747
357	48054
358	47521
359	47885
360	47207
361	46972
362	46912
363	47315
364	46874
365	46607
366	46993
367	47650
368	46380
369	46870
370	46669
371	46318
372	46013
373	45923
374	45605
375	45774
376	45642
377	45671
378	45509
379	44962
380	44936
381	44895
382	43963
383	44180
384	43810
385	43779
386	43400
387	42980
388	43108
389	42122
390	42232
391	41915
392	41113
393	41119
394	40137
395	40093
396	40267
397	39619
398	39002
399	38840
400	38900
401	37812
402	37602
403	37521
404	37196
405	36572
406	35858
407	36172
408	35770
409	35112
410	34817
411	34495
412	34228
413	33628
414	33605
415	32621
416	32588
417	32182
418	31489
419	31007
420	31006
421	30447
422	29898
423	29728
424	28958
425	28770
426	28472
427	28329
428	27329
429	27139
430	26593
431	26308
432	26535
433	25715
434	25235
435	24511
436	24238
437	24167
438	23370
439	23124
440	22941
441	22162
442	22062
443	21519
444	21305
445	20823
446	20362
447	20514
448	19962
449	19511
450	19195
451	18810
452	18635
453	18066
454	17582
455	17354
456	17154
457	17011
458	16452
459	16280
460	15955
461	15643
462	15290
463	14984
464	14621
465	14258
466	13867
467	13711
468	13322
469	13303
470	13006
471	12785
472	12253
473	12055
474	12036
475	11718
476	11373
477	11435
478	10964
479	10584
480	10413
481	10182
482	9972
483	9868
484	9731
485	9292
486	9204
487	9150
488	8631
489	8642
490	8338
491	8099
492	8055
493	7666
494	7553
495	7314
496	7143
497	7126
498	6885
499	6676
500	6358
501	6442
502	6304
503	6051
504	5887
505	5727
506	5767
507	5547
508	5393
509	5259
510	4973
511	4847
512	4865
513	4771
514	4606
515	4576
516	4527
517	4302
518	4211
519	4074
520	3958
521	3856
522	3801
523	3731
524	3564
525	3631
526	3479
527	3387
528	3266
529	3176
530	3075
531	2994
532	2849
533	2792
534	2790
535	2665
536	2606
537	2648
538	2471
539	2495
540	2383
541	2329
542	2235
543	2233
544	2088
545	2100
546	2017
547	2041
548	1928
549	1895
550	1889
551	1815
552	1782
553	1682
554	1658
555	1669
556	1645
557	1575
558	1500
559	1494
560	1356
561	1467
562	1274
563	1268
564	1263
565	1320
566	1202
567	1190
568	1184
569	1080
570	1112
571	1054
572	1097
573	991
574	982
575	1050
576	910
577	919
578	907
579	880
580	859
581	758
582	745
583	805
584	758
585	757
586	671
587	664
588	680
589	666
590	692
591	619
592	626
593	604
594	631
595	575
596	536
597	566
598	524
599	507
600	554
601	508
602	486
603	520
604	449
605	432
606	409
607	449
608	444
609	411
610	373
611	387
612	412
613	347
614	370
615	375
616	332
617	371
618	323
619	348
620	318
621	329
622	348
623	265
624	309
625	311
626	269
627	285
628	276
629	246
630	257
631	263
632	247
633	256
634	200
635	240
636	219
637	195
638	231
639	206
640	238
641	215
642	201
643	228
644	181
645	194
646	207
647	192
648	152
649	198
650	190
651	143
652	163
653	149
654	164
655	197
656	171
657	159
658	174
659	193
660	172
661	166
662	143
663	159
664	121
665	140
666	189
667	118
668	154
669	136
670	128
671	139
672	117
673	134
674	110
675	110
676	123
677	138
678	117
679	87
680	105
681	96
682	84
683	100
684	73
685	64
686	62
687	59
688	72
689	51
690	63
691	75
692	68
693	58
694	69
695	52
696	67
697	70
698	70
699	62
700	62
701	56
702	56
703	87
704	55
705	65
706	49
707	58
708	50
709	57
710	58
711	49
712	53
713	55
714	46
715	54
716	43
717	62
718	41
719	44
720	58
721	54
722	42
723	39
724	43
725	49
726	48
727	41
728	48
729	44
730	43
731	35
732	35
733	48
734	38
735	30
736	30
737	42
738	52
739	23
740	46
741	39
742	44
743	41
744	39
745	29
746	34
747	52
748	24
749	31
750	40
751	35
752	34
753	39
754	27
755	31
756	36
757	32
758	32
759	33
760	47
761	41
762	32
763	37
764	20
765	29
766	38
767	27
768	27
769	40
770	50
771	28
772	25
773	30
774	28
775	27
776	27
777	24
778	29
779	25
780	29
781	25
782	18
783	29
784	38
785	29
786	25
787	28
788	22
789	31
790	38
791	28
792	34
793	23
794	35
795	34
796	25
797	22
798	34
799	39
800	27
801	30
802	22
803	15
804	27
805	18
806	19
807	22
808	21
809	28
810	35
811	39
812	19
813	30
814	24
815	14
816	19
817	26
818	24
819	33
820	25
821	27

