## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM092.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/OM092.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM092.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:30:35 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
202	9	2	2749538	202.883894	23.629191	3493258	FR	5	7	11	15	19	25	33	49	95	281			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	4
3	10
4	5
5	5
6	3
7	1
8	7
9	12
10	7
11	9
12	4
13	4
14	5
15	7
16	10
17	13
18	9
19	7
20	7
21	7
22	10
23	14
24	5
25	18
26	11
27	15
28	9
29	14
30	35
31	23
32	29
33	16
34	25
35	24
36	31
37	38
38	37
39	33
40	36
41	32
42	29
43	37
44	26
45	46
46	34
47	28
48	28
49	36
50	40
51	41
52	29
53	55
54	54
55	57
56	48
57	46
58	56
59	36
60	53
61	32
62	42
63	41
64	41
65	36
66	38
67	50
68	45
69	54
70	65
71	48
72	67
73	97
74	58
75	79
76	104
77	76
78	87
79	118
80	73
81	99
82	101
83	131
84	85
85	106
86	108
87	99
88	108
89	95
90	123
91	111
92	140
93	149
94	149
95	178
96	154
97	137
98	131
99	167
100	155
101	179
102	181
103	179
104	184
105	201
106	183
107	220
108	186
109	209
110	242
111	257
112	287
113	284
114	288
115	321
116	318
117	285
118	391
119	403
120	418
121	484
122	640
123	607
124	661
125	602
126	537
127	660
128	728
129	812
130	794
131	806
132	847
133	865
134	963
135	1041
136	1105
137	1126
138	1117
139	1133
140	2619
141	2794
142	2975
143	3408
144	3420
145	4071
146	3890
147	3862
148	4137
149	4006
150	4250
151	4755
152	4589
153	4773
154	4971
155	6048
156	5913
157	5321
158	5512
159	5831
160	6188
161	6989
162	6416
163	6768
164	6948
165	7347
166	7571
167	8118
168	8525
169	8926
170	9696
171	9989
172	11086
173	11549
174	12137
175	13113
176	14133
177	15944
178	17324
179	19074
180	20486
181	23027
182	25431
183	28273
184	31436
185	34931
186	38899
187	43858
188	49339
189	54205
190	60222
191	66225
192	72293
193	78624
194	85009
195	90791
196	95394
197	99370
198	102709
199	104628
200	106161
201	107076
202	106399
203	105840
204	103533
205	100554
206	96121
207	91771
208	87070
209	81176
210	74566
211	68054
212	61631
213	54980
214	49008
215	43281
216	37375
217	32288
218	28011
219	24315
220	20873
221	18061
222	15978
223	13912
224	12386
225	10902
226	10203
227	9301
228	8525
229	7850
230	7531
231	7330
232	6880
233	6840
234	6498
235	6265
236	6246
237	6168
238	5969
239	6045
240	5839
241	5730
242	5686
243	5772
244	5823
245	5988
246	6059
247	5955
248	6055
249	6126
250	6253
251	6518
252	6626
253	6930
254	6914
255	7118
256	7350
257	8054
258	7661
259	7675
260	7810
261	8370
262	8025
263	7809
264	7683
265	8579
266	6928
267	6243
268	6203
269	5985
270	5760
271	5439
272	5091
273	4812
274	4471
275	4109
276	3707
277	3463
278	3144
279	2781
280	2414
281	2192
282	1922
283	1689
284	1477
285	1322
286	1242
287	1046
288	885
289	828
290	768
291	655
292	591

