## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB035.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/BB035.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB035.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:20:36 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
363	48	2	3052890	365.972801	75.656203	4994070	FR	19	37	55	75	97	121	149	187	243	451			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	15
3	4
4	17
5	9
6	2
7	12
8	7
9	14
10	21
11	5
12	15
13	14
14	15
15	11
16	11
17	16
18	4
19	21
20	16
21	14
22	22
23	8
24	31
25	9
26	20
27	25
28	19
29	20
30	13
31	18
32	15
33	66
34	153
35	189
36	172
37	127
38	138
39	188
40	127
41	162
42	143
43	187
44	102
45	201
46	164
47	120
48	183
49	157
50	155
51	169
52	158
53	135
54	199
55	114
56	87
57	119
58	165
59	116
60	108
61	145
62	120
63	137
64	109
65	169
66	174
67	137
68	158
69	103
70	133
71	126
72	123
73	126
74	158
75	116
76	118
77	118
78	116
79	117
80	121
81	127
82	141
83	189
84	141
85	126
86	122
87	126
88	130
89	127
90	140
91	133
92	131
93	142
94	152
95	237
96	118
97	129
98	176
99	138
100	242
101	132
102	128
103	139
104	137
105	157
106	145
107	146
108	141
109	149
110	142
111	168
112	168
113	137
114	149
115	149
116	135
117	152
118	178
119	186
120	167
121	155
122	225
123	247
124	233
125	207
126	190
127	168
128	165
129	188
130	185
131	198
132	223
133	140
134	194
135	196
136	195
137	199
138	232
139	203
140	214
141	228
142	247
143	250
144	196
145	258
146	276
147	241
148	296
149	307
150	331
151	291
152	285
153	316
154	303
155	364
156	345
157	321
158	326
159	343
160	353
161	402
162	389
163	453
164	422
165	474
166	449
167	533
168	524
169	510
170	588
171	529
172	632
173	647
174	632
175	621
176	638
177	767
178	708
179	812
180	775
181	857
182	822
183	888
184	905
185	998
186	975
187	968
188	991
189	1052
190	1112
191	1176
192	1201
193	1209
194	1332
195	1328
196	1357
197	1542
198	1479
199	1497
200	1662
201	1570
202	1700
203	1757
204	1783
205	1827
206	1906
207	1999
208	2061
209	2137
210	2218
211	2286
212	2354
213	2445
214	2461
215	2762
216	2569
217	2738
218	2913
