## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP076.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/KP076.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP076.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:25:59 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
342	84	2	3021433	347.01501	136.468967	5073412	FR	33	63	97	131	169	213	263	329	437	827			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	130
3	174
4	170
5	205
6	189
7	268
8	347
9	350
10	321
11	539
12	372
13	421
14	635
15	547
16	392
17	486
18	540
19	9682
20	4526
21	2735
22	2184
23	1758
24	1372
25	1749
26	1318
27	1579
28	1247
29	1587
30	1053
31	1263
32	925
33	1098
34	1490
35	1341
36	1077
37	984
38	966
39	1076
40	881
41	949
42	758
43	885
44	758
45	886
46	841
47	701
48	1066
49	843
50	1132
51	1105
52	1127
53	1118
54	1207
55	881
56	1037
57	999
58	998
59	1029
60	1023
61	989
62	1002
63	1274
64	1013
65	1226
66	1551
67	1302
68	1199
69	1275
70	1252
71	1285
72	1489
73	1433
74	1345
75	1297
76	1332
77	1483
78	1341
79	1424
80	1531
81	1485
82	1543
83	2065
84	1676
85	1595
86	1509
87	1575
88	1604
89	1705
90	1748
91	1704
92	1676
93	1857
94	1847
95	2251
96	1878
97	2028
98	2028
99	2003
100	2436
101	2028
102	2011
103	2001
104	2126
105	2192
106	2386
107	2193
108	2451
109	2397
110	2521
111	2565
112	2518
113	2547
114	2783
115	2760
116	2717
117	3017
118	2952
119	2937
120	3013
121	3287
122	3769
123	4001
124	3962
125	3549
126	3317
127	3334
128	3597
129	3566
130	3723
131	3861
132	3680
133	3706
134	3629
135	3722
136	3746
137	3986
138	3895
139	4034
140	4038
141	4290
142	4521
143	4275
144	4390
145	4492
146	4780
147	4668
148	4722
149	4864
150	4822
151	5260
152	5157
153	5215
154	5320
155	5779
156	5515
157	5405
158	5473
159	5677
160	5960
161	6144
162	5790
163	5897
164	6050
165	5946
166	6228
167	6533
168	6375
169	6398
170	6313
171	6782
172	6876
173	6828
174	6991
175	7005
176	7094
177	7218
178	7112
179	7423
180	7393
181	7514
182	7594
183	7572
184	7876
185	7839
186	7729
187	7743
