## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP017.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/KP017.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP017.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:21:37 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
307	60	2	2997754	307.74977	94.364232	9300377	FR	23	45	69	95	121	151	187	233	303	549			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	57
3	61
4	79
5	69
6	98
7	72
8	97
9	108
10	113
11	107
12	131
13	153
14	204
15	165
16	176
17	170
18	239
19	5167
20	3108
21	1616
22	1139
23	850
24	718
25	720
26	620
27	660
28	545
29	576
30	509
31	511
32	454
33	480
34	523
35	466
36	435
37	419
38	432
39	403
40	345
41	388
42	341
43	407
44	347
45	336
46	340
47	311
48	369
49	387
50	415
51	582
52	605
53	703
54	801
55	724
56	814
57	790
58	877
59	863
60	861
61	892
62	893
63	1073
64	1062
65	1019
66	1172
67	1168
68	1226
69	1202
70	1232
71	1373
72	1373
73	1436
74	1450
75	1453
76	1555
77	1613
78	1609
79	1685
80	1730
81	1876
82	1798
83	2051
84	1915
85	1981
86	2098
87	2051
88	2102
89	2266
90	2388
91	2453
92	2406
93	2460
94	2557
95	2733
96	2780
97	2702
98	2926
99	2947
100	3021
101	3013
102	3119
103	3214
104	3212
105	3386
106	3590
107	3506
108	3664
109	3691
110	3812
111	3902
112	3945
113	4181
114	4276
115	4330
116	4445
117	4422
118	4598
119	4609
120	4896
121	4874
122	5278
123	5513
124	5556
125	5465
126	5524
127	5445
128	5899
129	6002
130	6074
131	5974
132	6255
133	6541
134	6451
135	6568
136	6840
137	6960
138	7145
139	7191
140	7432
141	7793
142	7979
143	8152
144	8258
145	8522
146	8628
147	8836
148	9002
149	9190
150	9245
151	9466
152	9590
153	9857
154	10080
155	10447
156	10541
157	10286
158	10637
159	11237
160	11307
161	11458
162	11774
163	11825
164	12043
165	12202
166	12570
167	12690
168	12681
169	13085
170	13309
171	13500
172	13749
173	14051
174	14134
175	14380
176	14374
177	14831
178	15128
179	15440
180	15631
181	15935
182	16074
183	16455
184	16303
185	16874
186	16906
187	17485
188	17505
189	17772
190	17993
191	18267
192	18414
