## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB019.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/BB019.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB019.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:18:16 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
353	42	2	2852039	354.187723	70.486173	4471916	FR	17	33	49	67	85	107	133	167	223	469			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	21
3	37
4	16
5	13
6	17
7	22
8	23
9	18
10	27
11	28
12	29
13	45
14	28
15	19
16	15
17	49
18	36
19	32
20	31
21	37
22	53
23	24
24	40
25	43
26	46
27	44
28	36
29	50
30	90
31	62
32	57
33	51
34	50
35	61
36	65
37	102
38	66
39	84
40	111
41	81
42	120
43	56
44	108
45	66
46	68
47	75
48	71
49	70
50	78
51	96
52	67
53	76
54	90
55	58
56	77
57	76
58	64
59	75
60	62
61	118
62	203
63	259
64	307
65	434
66	537
67	417
68	340
69	326
70	313
71	391
72	381
73	399
74	337
75	261
76	295
77	356
78	312
79	316
80	332
81	381
82	328
83	451
84	333
85	313
86	293
87	292
88	314
89	290
90	301
91	262
92	297
93	289
94	289
95	565
96	268
97	318
98	490
99	275
100	654
101	276
102	298
103	270
104	284
105	309
106	255
107	267
108	320
109	283
110	311
111	295
112	364
113	287
114	348
115	320
116	336
117	398
118	318
119	365
120	396
121	355
122	464
123	548
124	580
125	395
126	391
127	309
128	315
129	365
130	320
131	375
132	313
133	317
134	237
135	252
136	237
137	291
138	285
139	312
140	271
141	277
142	368
143	295
144	292
145	331
146	366
147	325
148	376
149	373
150	379
151	389
152	288
153	382
154	366
155	503
156	412
157	409
158	412
159	432
160	499
161	552
162	429
163	504
164	479
165	449
166	449
167	536
168	601
169	525
170	587
171	584
172	812
173	645
174	587
175	621
176	620
177	735
178	721
179	807
180	774
181	788
182	788
183	822
184	884
185	957
186	943
187	912
188	941
189	1011
190	1016
191	1106
192	1079
193	1195
194	1227
195	1206
196	1235
197	1262
198	1384
199	1328
200	1429
201	1399
202	1488
203	1633
204	1722
205	1655
206	1712
207	1814
208	1829
209	1914
210	1933
211	2001
212	2113
213	2186
214	2233
215	2398
216	2334
217	2568
218	2657
219	2588
220	3027
221	2927
222	2878
223	3005
224	3148
225	3311
226	3906
227	3459
228	3440
229	3627
230	3533
231	3667
232	4010
233	4053
234	4270
235	4394
236	4453
237	4531
238	4640
239	4772
240	4996
241	5101
242	5197
243	5447
244	5464
245	5658
246	6038
247	6261
248	6397
249	6327
250	6643
251	6809
252	7207
253	7290
254	7395
255	7675
256	8018
257	8208
258	8266
259	8308
260	8514
261	8809
