## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM118.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/OM118.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM118.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:33:58 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
261	11	2	2749587	258.180593	28.237981	2920133	FR	5	9	13	17	23	29	39	55	97	221			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	8
3	2
4	5
5	2
6	9
7	3
8	10
9	12
10	7
11	5
12	9
13	4
14	8
15	12
16	9
17	15
18	8
19	18
20	12
21	8
22	17
23	580
24	24
25	42
26	20
27	25
28	29
29	38
30	74
31	61
32	50
33	40
34	51
35	73
36	51
37	69
38	62
39	86
40	79
41	75
42	52
43	77
44	76
45	71
46	58
47	91
48	64
49	92
50	226
51	122
52	196
53	199
54	102
55	79
56	91
57	108
58	103
59	90
60	80
61	86
62	85
63	200
64	100
65	102
66	146
67	80
68	105
69	92
70	77
71	88
72	112
73	159
74	121
75	105
76	181
77	130
78	96
79	87
80	107
81	123
82	93
83	141
84	64
85	92
86	77
87	92
88	66
89	88
90	90
91	91
92	94
93	84
94	98
95	144
96	93
97	65
98	74
99	108
100	79
101	88
102	63
103	78
104	92
105	80
106	76
107	73
108	67
109	68
110	74
111	69
112	84
113	81
114	72
115	53
116	82
117	65
118	84
119	90
120	89
121	97
122	138
123	99
124	116
125	94
126	100
127	113
128	95
129	117
130	112
131	144
132	147
133	145
134	154
135	171
136	151
137	180
138	186
139	176
140	176
141	250
142	225
143	218
144	247
145	322
146	270
147	306
148	317
149	298
150	308
151	429
152	363
153	423
154	515
155	473
156	534
157	410
158	482
159	515
160	581
161	739
162	575
163	560
164	624
165	701
166	804
167	931
168	854
169	911
170	904
171	926
172	2091
173	1040
174	1112
175	1192
176	1235
177	1282
178	1415
179	1628
180	1569
181	1545
182	1738
183	1872
184	1953
185	2043
186	2118
187	2126
188	3046
189	3487
190	3417
191	3537
192	3711
193	3953
194	4320
195	4427
196	4505
197	4496
198	4655
199	4744
200	4976
201	4817
202	5257
203	5393
204	5645
205	5282
206	6207
207	5979
208	5848
209	6064
210	6497
211	6283
212	6366
213	6883
214	7474
215	6791
216	6926
217	7666
218	8896
219	7527
220	8349
221	8116
222	8568
223	8879
224	9057
225	9122
226	11610
227	9996
228	10012
229	10443
230	10899
231	11369
232	12235
233	12666
234	13611
235	14512
236	15058
237	15929
238	16921
239	18509
240	19224
241	20725
242	22489
243	24448
244	26235
245	28235
246	31710
247	33612
248	36420
249	39137
250	42307
251	45818
252	49222
253	52565
254	55832
255	59311
256	63152
257	66432
258	68198
259	71086
260	72959
261	74413
262	76160
263	76632
264	76729
265	76186
266	75177
267	72867
268	71285
269	68108
270	65483
271	62266
272	58308
273	54501
274	50443
275	46552
276	42239
277	38688
278	35025
279	31264
280	28153
281	24853
282	21879
283	19517
284	16858
285	15016
286	12965
287	11404
288	10345
289	8800
290	7828
291	7198
292	6520
293	5631
294	5444
295	5163
296	4718
297	4298
298	4065
299	4006
300	3935
301	3709
302	3700
303	3512
304	3442
305	3318
306	3435
307	3344
308	3230
309	3324
310	3288
311	3263
312	3282
313	3435
314	3431
315	3416
316	3426
317	3451
318	3399
319	3640
320	3440
321	3617
322	3445
323	4090
324	3525
325	3701
326	3309
327	3062
328	2955
329	3200
330	3026
331	2795
332	2599
333	2263
334	2323
335	1750
336	1510
337	1478
338	1317
339	1137
340	1077
341	1011
342	868
343	751
344	706
345	625
346	554
347	514
348	469
349	406
350	373
351	341
352	324
353	272
354	255
355	207
356	192
357	204
358	201
359	182
360	183
361	176
362	145
363	148
364	140
365	146
366	116
367	133
368	134
369	127
370	116
371	120

