## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP063.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/KP063.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP063.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:23:40 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
350	85	2	2840659	356.499557	130.390572	6450876	FR	33	65	99	133	171	213	259	317	405	801			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	48
3	48
4	53
5	62
6	55
7	67
8	101
9	94
10	80
11	123
12	99
13	101
14	133
15	142
16	104
17	128
18	137
19	3476
20	2198
21	1035
22	740
23	456
24	390
25	440
26	380
27	424
28	316
29	402
30	287
31	301
32	281
33	295
34	370
35	334
36	301
37	265
38	295
39	332
40	234
41	213
42	222
43	248
44	238
45	250
46	259
47	254
48	263
49	275
50	353
51	316
52	378
53	366
54	431
55	370
56	337
57	390
58	425
59	450
60	436
61	431
62	450
63	535
64	471
65	594
66	666
67	609
68	606
69	546
70	717
71	732
72	719
73	769
74	655
75	740
76	787
77	797
78	787
79	820
80	864
81	933
82	1043
83	1113
84	965
85	1069
86	1069
87	1094
88	1160
89	1156
90	1158
91	1242
92	1245
93	1201
94	1329
95	1442
96	1459
97	1421
98	1496
99	1549
100	1627
101	1674
102	1673
103	1728
104	1741
105	1769
106	1853
107	1965
108	1937
109	1978
110	2096
111	2121
112	2204
113	2303
114	2338
115	2318
116	2445
117	2607
118	2561
119	2582
120	2766
121	2862
122	2947
123	3132
124	3374
125	3240
126	3179
127	3303
128	3364
129	3570
130	3647
131	3742
132	3853
133	3765
134	3870
135	3951
136	4108
137	4164
138	4335
139	4481
140	4524
141	4702
142	4801
143	4850
144	4942
145	5177
146	5258
147	5364
148	5385
149	5505
150	5760
151	5931
152	5963
153	6130
154	6260
155	6502
156	6638
157	6701
158	6736
159	6932
160	6946
161	7248
162	7353
163	7427
164	7404
165	7765
166	7641
167	8081
168	8194
169	8375
170	8262
171	8565
172	8481
173	8737
174	8761
175	8941
176	9051
177	9177
178	9678
179	9618
180	9710
181	9646
182	9816
183	9824
184	10247
185	10504
186	10453
187	10627
188	10535
189	10636
190	10940
191	11077
192	11311
193	11467
194	11174
195	11746
196	11441
197	11554
198	11886
199	11784
200	11968
201	11935
202	12221
203	12214
204	12106
205	12433
206	12538
207	12661
208	12898
209	12927
210	13211
211	12981
212	12855
213	12935
214	13263
215	13302
216	13453
217	13466
218	13562
219	13745
220	13558
221	13979
222	13669
223	13967
224	14159
225	14294
226	14169
227	14484
228	14557
229	14488
230	14293
231	14630
232	14668
233	14844
234	14773
235	14901
236	14797
237	15306
238	15088
239	15141
240	15435
241	15251
242	15491
243	15239
244	15615
245	15574
246	15786
247	15698
248	15822
249	15858
250	15792
251	15718
252	15984
253	15962
254	15956
