## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP067.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/KP067.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/KP067.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:24:21 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
338	70	2	2962260	345.256183	109.008716	8115303	FR	27	53	81	109	141	177	219	271	351	637			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	32
3	26
4	45
5	31
6	40
7	30
8	45
9	46
10	52
11	65
12	44
13	46
14	72
15	86
16	64
17	79
18	66
19	1915
20	1301
21	648
22	345
23	280
24	204
25	231
26	182
27	218
28	161
29	183
30	163
31	205
32	158
33	133
34	164
35	146
36	140
37	131
38	133
39	161
40	138
41	136
42	128
43	177
44	169
45	211
46	151
47	144
48	156
49	201
50	195
51	230
52	252
53	249
54	309
55	211
56	306
57	280
58	292
59	338
60	279
61	302
62	341
63	368
64	382
65	345
66	463
67	401
68	393
69	440
70	436
71	516
72	507
73	523
74	556
75	487
76	542
77	610
78	578
79	562
80	611
81	612
82	684
83	747
84	707
85	755
86	801
87	808
88	751
89	827
90	849
91	930
92	992
93	1002
94	1037
95	1054
96	1104
97	1071
98	1170
99	1164
100	1330
101	1310
102	1308
103	1390
104	1400
105	1449
106	1472
107	1439
108	1575
109	1603
110	1643
111	1673
112	1840
113	1711
114	1814
115	1972
116	2004
117	1997
118	2037
119	2171
120	2258
121	2265
122	2347
123	2496
124	2421
125	2591
126	2693
127	2692
128	2822
129	2902
130	2933
131	2994
132	3114
133	3149
134	3405
135	3397
136	3562
137	3745
138	3743
139	3854
140	3864
141	3977
142	4201
143	4149
144	4358
145	4405
146	4685
147	4743
148	4707
149	5010
150	5060
151	5294
152	5339
153	5598
154	5636
155	5738
156	5901
157	6059
158	6238
159	6312
160	6342
161	6794
162	6932
163	6792
164	6991
165	7341
166	7207
167	7637
168	7595
169	8046
170	8201
171	8210
172	8560
173	8415
174	8772
175	8765
176	9216
177	9010
178	9613
179	9357
180	9632
181	9820
182	9952
183	10138
184	10422
185	10490
186	10682
187	10973
188	10960
189	11276
190	11407
191	11643
192	11724
193	11908
194	12097
195	12558
196	12261
197	12370
198	12568
199	13101
200	13396
201	13119
202	13665
203	13618
204	13763
205	14028
206	14455
207	14666
208	14577
209	14688
210	14879
211	15137
212	15534
213	15537
214	16054
215	16125
216	15746
217	16178
218	16425
219	16690
220	17003
221	17070
222	17232
223	17293
224	17650
225	17789
226	18211
227	18188
228	18469
229	18578
230	18729
231	19049
232	19269
233	19350
234	19906
235	20061
236	19968
237	20428
238	20447
239	20483
240	20893
241	20916
242	21098
243	21042
244	20933
245	21651
246	22187
247	21821
248	22071
249	22467
250	22520
251	22664
252	22987
253	23154
254	23269
255	23161
256	23688
257	23796
258	23788
259	24162
260	24523
261	24662
262	24957
263	25237
264	24955
265	25209
266	25681
267	25629
268	25798
269	25607
270	26183
271	25936
272	26672
273	26657
274	26642
275	26637
276	27397
277	27234
278	27649
279	27690
280	27558
281	28002
282	28195
283	28138
284	28137
285	28308
286	28735
287	28518
288	29050
289	29084
290	29148
291	29702
292	29250
293	29172
294	29673
295	29521
296	29233
297	30371
298	29944
299	30092
300	30022
301	30444
302	30343
303	30309
304	31006
305	30677
306	31023
307	30887
308	30641
309	30781
310	31234
311	31282
312	31254
313	31406
314	31865
315	31005
316	31225
317	31179
318	31527
319	31873
320	31338
321	31649
322	31431
323	31529
324	31623
325	31805
326	31899
327	31769
328	31989
329	31707
330	31707
331	31583
332	31346
333	31474
334	31069
335	31331
336	31661
337	31953
338	31590
339	31563
340	31662
341	31661
342	31122
343	31064
344	30974
345	31367
346	31118
347	31214
348	30892
349	30918
350	30769
351	30933
352	30766
353	30629
354	30518
355	30348
356	30196
357	30563
358	29977
359	29863
360	29782
361	29649
362	29722
363	29780
364	29336
365	29559
366	29151
367	29112
368	28826
369	28895
370	28698
371	29147
372	28833
373	28033
374	27973
375	28401
376	28638
377	27704
378	27952
379	28230
380	27433
381	27451
382	27075
383	27512
384	27108
385	26784
386	26514
387	26207
388	26360
389	26214
390	26061
391	26181
392	25414
393	25867
394	25361
395	25170
396	25120
397	25158
398	24198
399	24594
400	24361
401	24334
402	23776
403	24180
404	24061
405	23418
406	23516
407	23220
408	23207
409	22887
410	22700
411	22746
412	22597
413	21954
414	21883
415	21921
416	21875
417	21303
418	21708
419	21297
420	21010
421	20803
422	20891
423	20652
424	20331
425	20466
426	19885
427	19803
428	19531
429	19596
430	19278
431	19316
432	19149
433	18942
434	18570
435	18631
436	18620
437	17984
438	17962
439	17436
440	17611
441	17396
442	17410
443	17024
444	16948
445	16846
446	16873
447	16753
448	16059
449	16244
450	15801
451	15823
452	15748
453	15709
454	15167
455	15313
456	15200
457	14865
458	14774
459	14679
460	14432
461	14287
462	14033
463	14256
464	13927
465	13759
466	13517
467	13211
468	13104
469	13241
470	13106
471	12982
472	12508
473	12476
474	12306
475	12268
476	12152
477	12036
478	11926
479	11813
480	11565
481	11605
482	11326
483	11196
484	11310
485	10903
486	10947
487	10700
488	10805
489	10586
490	10269
491	10195
492	10067
493	9889
494	9760
495	9755
496	9526
497	9585
498	9359
499	9270
500	9172
501	9078
502	8839
503	8932
504	8836
505	8472
506	8626
507	8231
508	8440
509	8234
510	7989
511	8013
512	7864
513	7780
514	7675
515	7335
516	7518
517	7565
518	7141
519	7285
520	7214
521	6889
522	6936
523	6930
524	6716
525	6547
526	6595
527	6575
528	6401
529	6241
530	6097
531	6346
532	5910
533	5797
534	5829
535	5886
536	5570
537	5547
538	5532
539	5442
540	5483
541	5551
542	5138
543	5077
544	5102
545	5045
546	4963
547	4891
548	4910
549	4832
550	4783
551	4643
552	4489
553	4509
554	4359
555	4409
556	4249
557	4239
558	4207
559	4134
560	4114
561	4031
562	3983
563	3959
564	3893
565	3717
566	3671
567	3776
568	3609
569	3611
570	3506
571	3355
572	3548
573	3319
574	3287
575	3131
576	3151
577	3093
578	3078
579	2904
580	3051
581	3038
582	2891
583	2978
584	2740
585	2778
586	2915
587	2791
588	2663
589	2620
590	2573
591	2584
592	2507
593	2527
594	2382
595	2435
596	2240
597	2358
598	2221
599	2217
600	2088
601	2204
602	2126
603	2108
604	2067
605	2098
606	2010
607	1956
608	2078
609	1868
610	1895
611	1851
612	1846
613	1810
614	1787
615	1780
616	1748
617	1633
618	1657
619	1733
620	1568
621	1599
622	1600
623	1543
624	1573
625	1469
626	1506
627	1427
628	1456
629	1425
630	1364
631	1332
632	1306
633	1309
634	1299
635	1248
636	1197
637	1182
638	1244
639	1223
640	1149
641	1270
642	1127
643	1127
644	1137
645	1187
646	1036
647	1087
648	1033
649	1028
650	1069
651	991
652	1005
653	994
654	958
655	929
656	958
657	939
658	901
659	856
660	904
661	819
662	802
663	864
664	787
665	782
666	818
667	748
668	826
669	776
670	719
671	754
672	715
673	712
674	722
675	754
676	723
677	679
678	696
679	616
680	629
681	651
682	573
683	642
684	587
685	533
686	619
687	594
688	546
689	543
690	519
691	548
692	564
693	531
694	536
695	535
696	486
697	497
698	590
699	459
700	456
701	442
702	456
703	490
704	445
705	435
706	460
707	454
708	421
709	394
710	412
711	398
712	401
713	428
714	410
715	415
716	395
717	383
718	382
719	383
720	354
721	342
722	349
723	357
724	326
725	328
726	381
727	348
728	316
729	337
730	320
731	326
732	320
733	310
734	300
735	272
736	260
737	265
738	327
739	266
740	259
741	339
742	269
743	265
744	288
745	250
746	245
747	290
748	258
749	235
750	228
751	246
752	221
753	254
754	240
755	217
756	219
757	233
758	216
759	207
760	227
761	209
762	226
763	200
764	219
765	195
766	232
767	202
768	214
769	188
770	186
771	191
772	204
773	183
774	174
775	183
776	201
777	190
778	196
779	180
780	178
781	172
782	163
783	159
784	143
785	150
786	149
787	145
788	138
789	130
790	124
791	156
792	170
793	134
794	138
795	145
796	163
797	134
798	148
799	139
800	135
801	150
802	168
803	142
804	133
805	131
806	133
807	162
808	149
809	131
810	139
811	136
812	152
813	125
814	125
815	111
816	112
817	118
818	139
819	108
820	121
821	102
822	120
823	106
824	121
825	91
826	107
827	100
828	120
829	127
830	124
831	82
832	91
833	103
834	108
835	87
836	82
837	65
838	75
839	87
840	72
841	66
842	57
843	70
844	65
845	90
846	60
847	70
848	74
849	69
850	64
851	67
852	68
853	70
854	46
855	49
856	68
857	68
858	57
859	61
860	60
861	58
862	66
863	50
864	60
865	58
866	66
867	50
868	52
869	40
870	56
871	42
872	54
873	57
874	51
875	43
876	51
877	45
878	55
879	59
880	53
881	53
882	43
883	35
884	37
885	41
886	52
887	43
888	47
889	48
890	46
891	38
892	45
893	40
894	35
895	40
896	44
897	41
898	32
899	34
900	50
901	40
902	62
903	38
904	34
905	29
906	46
907	33
908	41
909	32
910	26
911	28
912	26
913	31
914	35
915	34
916	30
917	30
918	36
919	21
920	23
921	22
922	22
923	31
924	34
925	23
926	33
927	34
928	23
929	42
930	28
931	31
932	21
933	34
934	26
935	20
936	30
937	30
938	20
939	21
940	27
941	29
942	33
943	23
944	12
945	21
946	39
947	18
948	33
949	31
950	32
951	17
952	15
953	15
954	30
955	15
956	28
957	26
958	24
959	15
960	27
961	20
962	20
963	18
964	23
965	34
966	22
967	28
968	24
969	24
970	25
971	22
972	22
973	19
974	18
975	18
976	23
977	18
978	24
979	15
980	17
981	19
982	17
983	19
984	14
985	12
986	14
987	17
988	25
989	18
990	16
991	16
992	19
993	22
994	24
995	16
996	18
997	23
998	10
999	17
1000	14
1001	10
1002	13
1003	9
1004	13
1005	8
1006	18
1007	20
1008	15
1009	20
1010	22
1011	10
1012	18
1013	9
1014	11
1015	14
1016	12
1017	19
1018	13
1019	16
1020	8
1021	22
1022	15
1023	7
1024	17
1025	13
1026	19
1027	11
1028	12
1029	15
1030	15
1031	14
1032	11
1033	10
1034	18
1035	9
1036	12
1037	11
1038	9

