## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM032.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/OM032.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM032.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:27:52 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
186	16	2	2785403	188.632272	34.288906	4914812	FR	7	13	19	25	33	43	57	83	123	317			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	8
3	9
4	1
5	7
6	4
7	5
8	5
9	7
10	4
11	10
12	8
13	10
14	3
15	7
16	7
17	9
18	5
19	11
20	3
21	9
22	7
23	4
24	12
25	9
26	11
27	8
28	9
29	19
30	60
31	48
32	55
33	53
34	59
35	116
36	83
37	86
38	82
39	67
40	63
41	83
42	62
43	74
44	88
45	84
46	99
47	58
48	71
49	88
50	95
51	94
52	94
53	110
54	108
55	111
56	112
57	106
58	119
59	75
60	109
61	112
62	124
63	92
64	112
65	118
66	134
67	152
68	171
69	166
70	212
71	170
72	256
73	299
74	178
75	187
76	210
77	368
78	379
79	393
80	991
81	1192
82	1232
83	2114
84	1278
85	1394
86	1266
87	1192
88	1444
89	1406
90	1781
91	1590
92	1533
93	1705
94	1754
95	2196
96	1685
97	1850
98	1986
99	1836
100	2358
101	2110
102	2095
103	2219
104	2418
105	2547
106	2815
107	2619
108	2734
109	2955
110	3284
111	3379
112	3774
113	3926
114	4095
115	4203
116	4361
117	4419
118	4860
119	5401
120	5349
121	5850
122	6784
123	7490
124	7758
125	6905
126	6606
127	7272
128	7416
129	7978
130	8466
131	8939
132	9010
133	9126
134	9655
135	10323
136	10410
137	11109
138	11557
139	11835
140	12542
141	13159
142	13727
143	13613
144	14197
145	15137
146	15542
147	16041
148	16481
149	17634
150	18356
151	20094
152	20488
153	22087
154	23637
155	25973
156	27733
157	29371
158	31896
159	34556
160	36904
161	39962
162	42128
163	44604
164	47110
165	49769
166	52192
167	55185
168	57414
169	59686
170	61911
171	64658
172	67526
173	69113
174	71939
175	74066
176	76164
177	78835
178	80803
179	82118
180	84437
181	85256
182	86840
183	87292
184	88334
185	88711
186	88374
187	88555
188	87761
189	87231
190	85726
191	84338
192	81931
193	79222
194	76446
195	73965
196	70763
197	68059
198	63802
199	60228
200	56881
201	53522
202	50398
203	47338
204	44154
205	41661
206	38297
207	36280
208	33883
209	31527
210	29516
211	27297
212	25362
213	23397
214	22039
215	20673
216	19305
217	18647
218	17747
219	16896
220	16344
221	15806
222	15997
223	15746
224	15485
225	15436
226	15409
227	15421
228	15439
229	15520
230	15209
231	15068
232	15129
233	14980
234	14853
235	14869
236	14679
237	14324
238	14211
239	14237
240	14100
241	13783
242	13531
243	13256
244	13144
245	12826
246	12695
247	12405
248	12105
249	11841
250	11523
251	10954
252	10769
253	10598
254	10237
255	9840
256	9438
257	9195
258	8565
259	8322
260	7631
261	7390
262	6956
263	6589
264	6208
265	5946
266	5555
267	5145
268	4661
269	4568
270	4301
271	4181
272	3751
273	3737
274	3294
275	3203
276	3074
277	2808
278	2677
279	2519
280	2460
281	2309
282	2269
283	2127
284	2012
285	1938
286	1995
287	1881
288	2095
289	1782
290	1945
291	1747
292	1783
293	1718
294	1722
295	1842
296	2020
297	1429
298	1280
299	1281
300	1396
301	1214
302	1239
303	1181
304	1140
305	1107
306	1059
307	1109
308	1064
309	1089
310	1019
311	1081
312	1037
313	1014
314	1005
315	1016
316	986
317	956
318	924
319	938
320	903
321	871
322	824
323	894
324	847
325	808
326	768
327	816
328	813
329	753
330	760
331	733
332	711
333	710
334	761
335	677
336	684
337	659
338	634
339	709
340	683
341	653
342	649
343	619
344	595
345	589
346	588

