## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM115.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/OM115.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM115.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:33:35 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
288	10	2	2812036	282.643416	30.087901	2758123	FR	5	7	11	15	21	27	37	59	109	245			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	4
3	5
4	9
5	8
6	6
7	8
8	4
9	9
10	5
11	5
12	13
13	5
14	9
15	11
16	6
17	15
18	5
19	5
20	4
21	6
22	16
23	17
24	18
25	9
26	7
27	9
28	16
29	11
30	27
31	19
32	49
33	23
34	23
35	38
36	24
37	28
38	37
39	30
40	49
41	37
42	35
43	33
44	46
45	28
46	37
47	48
48	37
49	51
50	98
51	44
52	96
53	127
54	49
55	80
56	44
57	50
58	60
59	44
60	44
61	38
62	40
63	146
64	36
65	26
66	50
67	48
68	40
69	39
70	74
71	58
72	108
73	84
74	123
75	67
76	108
77	73
78	70
79	77
80	68
81	77
82	61
83	84
84	70
85	72
86	53
87	53
88	45
89	58
90	78
91	59
92	95
93	68
94	79
95	113
96	70
97	76
98	52
99	85
100	72
101	57
102	50
103	56
104	79
105	87
106	77
107	62
108	73
109	65
110	60
111	84
112	65
113	74
114	65
115	75
116	80
117	74
118	88
119	77
120	74
121	92
122	118
123	96
124	89
125	92
126	102
127	80
128	81
129	115
130	87
131	91
132	104
133	111
134	93
135	80
136	115
137	99
138	118
139	130
140	143
141	150
142	158
143	150
144	169
145	174
146	179
147	198
148	194
149	198
150	216
151	234
152	240
153	267
154	274
155	286
156	319
157	310
158	350
159	365
160	360
161	415
162	379
163	396
164	449
165	422
166	488
167	592
168	633
169	635
170	638
171	723
172	1033
173	790
174	772
175	876
176	1005
177	956
178	1009
179	1108
180	1147
181	1084
182	1253
183	1194
184	1213
185	1313
186	1245
187	1376
188	1347
189	1426
190	1451
191	1544
192	1689
193	1703
194	1766
195	1770
196	1877
197	1922
198	1956
199	1949
200	2067
201	2128
202	2166
203	2253
204	2279
205	2284
206	2382
207	2549
208	2568
209	2721
210	2719
211	2848
212	2848
213	2999
214	3292
215	3380
216	3422
217	3679
218	3809
219	3915
220	3690
221	4642
222	4689
223	4732
224	4743
225	5999
226	7890
227	5891
228	5569
229	5972
230	5629
231	5848
232	5815
233	5908
234	6066
235	6127
236	6143
237	6262
238	6362
239	6765
240	6653
241	6864
242	6917
243	7095
244	7083
245	7294
246	8881
247	7818
248	7814
249	8044
250	8377
251	8648
252	9053
253	9365
254	9216
255	9809
256	10574
257	10833
258	10657
259	10952
260	11295
261	11990
262	12321
263	12849
264	13571
265	14340
266	14803
267	15388
268	16167
269	17296
270	18087
271	19596
272	21251
273	22863
274	24561
275	27231
276	30091
277	33269
278	37060
279	41525
280	45997
281	50878
282	56156
283	62279
284	67296
285	72225
286	76916
287	80708
288	83650
289	85496
290	86800
291	87058
292	85728
293	83249
294	79774
295	75719
296	70957
297	65951
298	59597
299	54363
300	49232
301	43352
302	38272
303	33516
304	28696
305	24947
306	21676
307	18261
308	15561
309	13548
310	11744
311	10330
312	8796
313	7902
314	7165
315	6368
316	5944
317	5357
318	4930
319	4617
320	4359
321	4130
322	4038
323	3793
324	3717
325	3472
326	3425
327	3236
328	3231
329	3303
330	3013
331	2898
332	2953
333	2738
334	2779
335	2752
336	2710
337	2697
338	2672
339	2776
340	2772
341	2780
342	2781
343	2814
344	2882
345	3048
346	3179
347	3093
348	3245
349	3232
350	3466
351	3102
352	2846
353	3014
354	2575
355	2358
356	2384
357	2241
358	2073
359	1916
360	1785
361	1659
362	1537
363	1360
364	1204
365	1116
366	967
367	764
368	747
369	650
370	611
371	488
372	455
373	375
374	331
375	335
376	291
377	264
378	234
379	256
380	228
381	226
382	183
383	176
384	180
385	154
386	168
387	162
388	141

