## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB017.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/BB017.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/BB017.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:17:42 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
355	43	2	2946710	355.568775	69.153243	4697136	FR	17	33	51	67	87	109	135	169	221	433			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	11
3	15
4	6
5	7
6	12
7	4
8	18
9	10
10	21
11	29
12	12
13	15
14	33
15	6
16	19
17	37
18	24
19	19
20	17
21	15
22	29
23	22
24	23
25	31
26	18
27	34
28	33
29	29
30	43
31	33
32	64
33	52
34	29
35	40
36	52
37	32
38	49
39	65
40	42
41	36
42	63
43	32
44	36
45	49
46	51
47	49
48	23
49	29
50	42
51	63
52	45
53	48
54	41
55	46
56	29
57	56
58	55
59	61
60	76
61	80
62	133
63	165
64	186
65	329
66	423
67	253
68	231
69	212
70	213
71	298
72	244
73	284
74	224
75	192
76	230
77	288
78	225
79	224
80	279
81	258
82	234
83	403
84	285
85	263
86	209
87	192
88	243
89	260
90	304
91	243
92	240
93	274
94	279
95	451
96	233
97	271
98	473
99	239
100	558
101	220
102	231
103	274
104	203
105	318
106	253
107	207
108	295
109	264
110	276
111	277
112	298
113	286
114	345
115	285
116	344
117	326
118	300
119	315
120	270
121	342
122	455
123	509
124	530
125	308
126	294
127	272
128	307
129	351
130	342
131	374
132	375
133	239
134	251
135	226
136	265
137	290
138	239
139	294
140	268
141	277
142	334
143	336
144	280
145	322
146	322
147	369
148	420
149	348
150	438
151	403
152	372
153	346
154	398
155	546
156	466
157	450
158	403
159	423
160	470
161	515
162	471
163	526
164	492
165	526
166	543
167	584
168	547
169	552
170	629
171	551
172	734
173	635
174	712
175	739
176	792
177	737
178	810
179	747
180	818
181	869
182	893
183	890
184	929
185	912
186	919
187	980
188	1081
189	1074
190	1063
191	1118
192	1153
193	1216
194	1261
195	1285
196	1376
197	1384
198	1359
199	1465
200	1534
201	1591
202	1582
203	1633
204	1756
205	1753
206	1857
207	1896
208	2057
209	2079
210	2006
211	2072
212	2190
213	2286
214	2360
215	2563
216	2573
217	2620
218	2757
219	2642
220	3187
221	2939
222	3103
223	3210
224	3274
225	3367
226	3846
227	3627
228	3598
229	3581
230	4037
231	4128
232	4152
233	4254
234	4436
235	4316
236	4742
237	4782
238	5013
239	4962
240	5185
241	5294
242	5444
243	5716
244	5683
245	5876
246	6381
247	6389
248	6427
249	6914
250	6629
251	7007
252	7336
253	7296
254	7670
255	7791
256	8432
257	8112
258	8587
259	8726
260	9257
261	9268
262	9056
263	9569
264	10048
265	10094
266	10437
267	10305
268	10796
269	11417
270	11137
271	11734
272	11691
273	12016
274	12475
275	12677
276	12969
277	13145
278	13577
279	13667
280	14116
281	14379
282	14987
283	14738
284	15832
285	15572
286	15719
287	16157
288	16714
289	16766
290	16709
291	17731
292	17543
293	18244
294	18386
295	19246
296	19101
