## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM074.sorted.bam_insert_size_histogram.pdf INPUT=/home/vdp5/projects/vivax_cambodia/data/sequences_bam/OM074.sorted.bam OUTPUT=../data/nyu_pipeline_results/CollectAlignmentSummaryMetrics/OM074.sorted.bam_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 06 14:29:31 EST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
282	12	2	3070039	275.145156	37.967941	909856	FR	5	9	13	19	25	35	55	87	127	461			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	13
3	11
4	23
5	12
6	13
7	8
8	9
9	19
10	19
11	18
12	17
13	14
14	14
15	9
16	10
17	13
18	13
19	8
20	9
21	11
22	15
23	9
24	5
25	13
26	28
27	19
28	26
29	37
30	41
31	45
32	39
33	33
34	30
35	62
36	59
37	56
38	87
39	103
40	78
41	66
42	61
43	88
44	51
45	55
46	59
47	95
48	69
49	75
50	174
51	75
52	239
53	218
54	94
55	86
56	82
57	92
58	135
59	68
60	79
61	72
62	100
63	277
64	69
65	87
66	98
67	63
68	65
69	89
70	68
71	77
72	155
73	148
74	221
75	142
76	283
77	165
78	138
79	87
80	128
81	142
82	88
83	122
84	94
85	111
86	95
87	79
88	75
89	63
90	83
91	74
92	90
93	88
94	81
95	227
96	114
97	76
98	73
99	112
100	69
101	71
102	68
103	74
104	164
105	90
106	80
107	84
108	72
109	58
110	76
111	78
112	82
113	56
114	67
115	76
116	58
117	70
118	67
119	58
120	48
121	73
122	69
123	77
124	80
125	49
126	28
127	52
128	50
129	44
130	58
131	57
132	59
133	59
134	45
135	47
136	66
137	60
138	67
139	50
140	41
141	50
142	84
143	75
144	61
145	109
146	79
147	119
148	94
149	86
150	97
151	103
152	114
153	103
154	157
155	139
156	159
157	116
158	122
159	141
160	157
161	236
162	163
163	129
164	189
165	170
166	211
167	265
168	240
169	209
170	259
171	228
172	856
173	222
174	247
175	270
176	270
177	293
178	287
179	369
180	313
181	340
182	352
183	360
184	392
185	386
186	370
187	420
188	389
189	427
190	513
191	457
192	471
193	510
194	545
195	559
196	567
197	619
198	641
199	685
200	700
201	690
202	778
203	834
204	889
205	873
206	1141
207	1175
208	1196
209	1610
210	1730
211	1555
212	1997
213	2194
214	2662
215	2281
216	2188
217	2800
218	3695
219	2262
220	3772
221	2734
222	3003
223	2830
224	3306
225	3249
226	6205
227	2838
228	2417
229	2973
230	2403
231	2317
232	2266
233	2310
234	2554
235	2635
236	2601
237	2529
238	2681
239	3506
240	2895
241	2867
242	2942
243	3018
244	3050
245	3543
246	4989
247	3404
248	3519
249	3519
250	3484
251	4073
252	4560
253	4222
254	4052
255	4764
256	5543
257	5361
258	4273
259	4193
260	4630
261	4881
262	4999
263	5208
264	5438
265	5938
266	6425
267	6628
268	7345
269	7715
270	8633
271	9309
272	10795
273	11883
274	12921
275	14468
276	15873
277	17252
278	18764
279	20299
280	22029
281	22956
282	23631
283	24717
284	24875
285	24991
286	24793
287	24715
288	23651
289	22439
290	21556
291	19839
292	18340
293	16650
294	15041
295	13207
296	11424
297	9872
298	8665
299	7576
300	6497
301	5791
302	4850
303	4294
304	3898
305	3391
306	3057
307	2800
308	2556
309	2457
310	2217
311	2134
312	2118
313	2016
314	1813
315	1891
316	1759
317	1713
318	1709
319	1689
320	1808
321	1804
322	1671
323	1919
324	1684
325	1523
326	1459
327	1405
328	1354
329	2101
330	1582
331	1480
332	1586
333	1385
334	1453
335	1382
336	1519
337	1594
338	1602
339	1601
340	1611
341	1653
342	1735
343	1644
344	1641
345	1605
346	1713
347	1598
348	1552
349	1482
350	1471
351	1381
352	1232
353	1032
354	1003
355	911
356	670
357	620
358	578
359	480
360	447
361	414
362	338
363	333
364	285
365	260
366	244
367	211
368	221
369	190
370	157
371	162
372	177
373	146
374	130
375	136
376	110
377	122
378	122
379	121
380	118
381	100
382	91
383	82
384	110
385	78
386	73
387	82
388	82
389	88
390	87
391	69
392	71
393	69
394	64
395	77
396	65
397	69
398	60
399	63
400	63
401	57
402	49

